text,person,fiction_or_not
"After release from jail, Wallace made a demo tape, Microphone Murderer, while calling himself Biggie Smalls, alluding both to Calvin Lockhart's character in the 1975 film Let's Do It Again and to his own stature and obesity, 6 feet 3 inches (1.91 m) and 300 to 380 pounds (140 to 170 kg).[25] The tape was produced by his first DJ Kevin “DJ 50 Grand” Griffin;[26][27] 50 Grand died in 2022.[27][26] Although Wallace reportedly lacked real ambition for the tape, local DJ Mister Cee, of Big Daddy Kane and Juice Crew association, discovered and promoted it; thus, it was heard by The Source rap magazine's editor in 1992.[24]",BIG.txt,True
"In March, The Source column ""Unsigned Hype"", dedicated to airing promising rappers, featured Wallace.[28] He then spun the attention into a recording.[28] Upon hearing the demo tape, Sean ""Puffy"" Combs, still with the A&R department of Uptown Records, arranged to meet Wallace. Promptly signed to Uptown on July 14, 1992,[29] Wallace appeared on labelmates Heavy D & the Boyz's 1993 song ""A Buncha Niggas"".[21][30] A year after Wallace's signing, Uptown fired Combs, who, a week later, launched Bad Boy Records.[31][32]",BIG.txt,True
"On August 8, 1993, Jan Jackson, Wallace's long-time girlfriend, gave birth to his first child, T'yanna,[32] although the couple had parted by then.[33] Himself a high-school dropout, Wallace promised his daughter ""everything she wanted"", reasoning that if only he had that in childhood, he would have graduated at the top of his class.[34] Wallace continued dealing drugs, but Combs discovered this, and obliged him to stop.[21] Later that year, Wallace gained exposure on a remix of Mary J. Blige's single ""Real Love"". Having found his moniker Biggie Smalls already claimed, he took a new one, holding for good, The Notorious B.I.G.[35]",BIG.txt,True
"Around this time, Wallace became friends with fellow rapper Tupac Shakur. Lil' Cease recalled the pair as close, often traveling together whenever they were not working. According to him, Wallace was a frequent guest at Shakur's home and they spent time together when Shakur was in California or Washington, D.C.[36] Yukmouth, an Oakland emcee, claimed that Wallace's style was inspired by Shakur.[37]",BIG.txt,True
"The ""Real Love"" remix single was followed by another remix of a Mary J. Blige song, ""What's the 411?"". Wallace's successes continued, if to a lesser extent, on remixes of Neneh Cherry's song ""Buddy X"" and of reggae artist Super Cat's song ""Dolly My Baby"", also featuring Combs, all in 1993. In April, Wallace's solo track ""Party and Bullshit"" was released on the Who's the Man? soundtrack.[38] In July 1994, he appeared alongside LL Cool J and Busta Rhymes on a remix of his own labelmate Craig Mack's ""Flava in Ya Ear"", the remix reaching No. 9 on the Billboard Hot 100.[39]",BIG.txt,True
1994: Ready to Die and marriage to Faith Evans,BIG.txt,True
"On August 4, 1994, Wallace married R&B singer Faith Evans, whom he had met eight days prior at a Bad Boy photoshoot.[40] Five days later, Wallace had his first pop chart success as a solo artist with double A-side, ""Juicy / Unbelievable"", which reached No. 27 as the lead single to his debut album.[41]",BIG.txt,True
"Ready to Die was released on September 13, 1994. It reached No. 13 on the Billboard 200 chart[42] and was eventually certified four times platinum.[43] The album shifted attention back to East Coast hip hop at a time when West Coast hip hop dominated US charts.[44] It gained strong reviews and has received much praise in retrospect.[44][45] In addition to ""Juicy"", the record produced two hit singles: the platinum-selling ""Big Poppa"", which reached No. 1 on the U.S. rap chart,[46] and ""One More Chance"", which sold 1.1 million copies in 1995.[47][48] Busta Rhymes claimed to have seen Wallace giving out free copies of Ready to Die from his home, which Rhymes reasoned as ""his way of marketing himself"".[49]",BIG.txt,True
"In 1994, Wallace and his business partner, Lance ""Un"" Rivera founded Undeas Recordings. Rivera received a cash advance of US$200,000 from Atlantic Records to launch the label. An eighth of the budget was allocated towards the debut studio album of Wallace's protégé group, Junior M.A.F.I.A. (""Junior Masters At Finding Intelligent Attitudes"").[50][51][52] The group consisted of his friends from childhood and included rappers such as Lil' Kim and Lil' Cease, who went on to have solo careers.[53]",BIG.txt,True
"Wallace also befriended basketball player Shaquille O'Neal. O'Neal said they were introduced during a listening session for ""Gimme the Loot""; Wallace mentioned him in the lyrics and thereby attracted O'Neal to his music. O'Neal requested a collaboration with Wallace, which resulted in the song ""You Can't Stop the Reign"". According to Combs, Wallace would not collaborate with ""anybody he didn't really respect"" and that Wallace paid O'Neal his respect by ""shouting him out"".[54] Wallace later met with O'Neal on Sunset Boulevard in 1997.[55] In 2015, Daz Dillinger, a frequent Shakur collaborator, said that he and Wallace were ""cool"", with Wallace traveling to meet him to smoke cannabis and record two songs.[56]",BIG.txt,True
"1995: Collaboration with Michael Jackson, Junior M.A.F.I.A., success and coastal feud",BIG.txt,True
"Wallace worked with pop singer Michael Jackson on the song ""This Time Around"", featured on Jackson's 1995 album HIStory: Past, Present and Future, Book I.[57] Lil' Cease later claimed that while Wallace met Jackson, he was forced to stay behind, with Wallace citing that he did not ""trust Michael with kids"" following the 1993 child sexual abuse allegations against Jackson.[58] Engineer John Van Nest and producer Dallas Austin recalled the sessions differently, saying that Wallace was eager to meet Jackson and nearly burst into tears upon doing so.[59]",BIG.txt,True
"In the summer, Wallace met Charli Baltimore and they became involved in a romantic relationship.[60] Several months into their relationship, she left him a voicemail of a rap verse that she had written and he began encouraging her to pursue a career in rap music.[61]",BIG.txt,True
"Wallace was booked to perform in Sacramento. When his group arrived at the venue there weren't many people there, and when they started performing they were getting coins tossed at them. When they left they were held at gunpoint in the venue's parking lot, allegedly set up by E-40's goons, who were angry about an interview Wallace did with a Canadian magazine. When asked to rank a handful of artists on a scale from one to 10, Wallace gave E-40 a zero. One of Wallace's entourage said to get E-40 on the phone, Wallace explained how they had ""got him drunk"" and had got him ""to say anything"", E-40 told his men to stand down and safely escorted them to the airport.[62]",BIG.txt,True
"In August 1995, Junior M.A.F.I.A. released their debut album Conspiracy. The record went gold and its singles, ""Player's Anthem"" and ""Get Money"", both featuring Wallace, went gold and platinum. Wallace continued to work with R&B artists, collaborating with R&B groups 112 (on ""Only You"") and Total (on ""Can't You See""), with both reaching the top 20 of the Hot 100. By the end of the year, Wallace was the top-selling male solo artist and rapper on the U.S. pop and R&B charts.[21] In July 1995, he appeared on the cover of The Source with the caption ""The King of New York Takes Over"", a reference to his alias Frank White, based on a character from the 1990 film King of New York.[63][64] At the Source Awards in August 1995, he was named Best New Artist (Solo), Lyricist of the Year, Live Performer of the Year, and his debut Album of the Year.[65] At the Billboard Awards, he was Rap Artist of the Year.[24]",BIG.txt,True
"In his year of success, Wallace became involved in a rivalry between the East and West Coast hip hop scenes with Shakur, now his former friend.[66] In an interview with Vibe in April 1995, while serving time in Clinton Correctional Facility, Shakur accused Uptown Records' founder Andre Harrell, Sean Combs, and Wallace of having prior knowledge of a robbery that resulted in him being shot five times and losing thousands of dollars worth of jewelry on the night of November 30, 1994. Though Wallace and his entourage were in the same Manhattan-based recording studio at the time of the shooting, they denied the accusation.[67]",BIG.txt,True
"Wallace said: ""It just happened to be a coincidence that he [Shakur] was in the studio. He just, he couldn't really say who really had something to do with it at the time. So he just kinda' leaned the blame on me.""[68] In 2012, a man named Dexter Isaac, serving a life sentence for unrelated crimes, claimed that he attacked Shakur that night and that the robbery was orchestrated by entertainment industry executive and former drug trafficker, Jimmy Henchman.[69]",BIG.txt,True
"Later that year on October 4, 1995, Shakur signed to Death Row Records and was released from prison a week later.[70] This made Bad Boy Records and Death Row business rivals, and thus intensified the quarrel.[71]",BIG.txt,True
"1996: More arrests, accusations regarding Shakur's death, car accident and second child",BIG.txt,True
"On March 23, 1996, Wallace was arrested outside a Manhattan nightclub for chasing and threatening to kill two fans seeking autographs, smashing the windows of their taxicab with a baseball bat, and punching one of them.[24] He pleaded guilty to second-degree harassment and was sentenced to 100 hours of community service. In mid-1996, he was arrested at his home in Teaneck, New Jersey, for drug and weapons possession charges.[24]",BIG.txt,True
